80 40
1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 673 674 1493 1494 1496 1497 1499 1500 1486 1487 1499 1500 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 730 1499 1500 1502 130 130 130 130 130 130 130 130 130 130 130 130 720 721 -1 -1 -1 -1 -1 729 730 1493 1494 1496 1497 1486 1487 1491 1493 1494 1491 720 721 -1 -1 -1 -1 -1 -1 1374 130
130 1292 -1 -1 -1 -1 -1 -1 -1 729 730 737 738 1557 1558 1560 1561 1563 1564 1550 1551 1563 1564 784 785 -1 -1 -1 -1 -1 -1 -1 -1 -1 793 794 1563 1564 1566 130 130 130 130 130 130 130 403 404 359 360 130 784 785 -1 -1 -1 -1 -1 793 794 1557 1558 1560 1561 1550 1551 1555 1557 1558 386 387 522 -1 -1 -1 -1 -1 -1 1307 1308
130 1356 -1 -1 -1 -1 -1 -1 -1 793 794 801 802 322 323 398 399 403 404 398 399 403 404 389 390 -1 -1 -1 -1 -1 -1 -1 -1 -1 420 421 359 360 130 130 130 130 130 130 130 524 467 468 423 424 359 360 1484 720 721 -1 -1 -1 420 421 410 411 398 399 359 360 130 130 524 450 451 -1 -1 -1 -1 -1 -1 -1 1371 1372
1294 1295 -1 -1 -1 -1 -1 729 730 1502 130 130 130 386 387 462 463 467 468 462 463 467 468 453 454 -1 -1 -1 -1 -1 -1 -1 -1 -1 484 485 423 424 359 360 130 130 322 323 389 390 -1 -1 487 488 423 424 1548 784 785 -1 -1 -1 484 485 474 475 462 463 423 424 130 1294 1295 -1 -1 -1 -1 -1 -1 729 730 1489 1502 130
1358 1359 -1 -1 -1 -1 -1 793 794 1566 130 130 524 450 451 526 527 -1 -1 526 527 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 423 424 410 411 386 387 453 454 -1 -1 -1 -1 487 488 418 130 720 721 -1 -1 -1 -1 -1 -1 526 527 487 488 542 1358 1359 -1 -1 -1 -1 -1 -1 544 462 463 542 130
130 1484 720 721 -1 -1 -1 1307 1308 130 130 389 390 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 474 475 450 451 -1 -1 -1 -1 -1 -1 -1 -1 482 542 784 785 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 1292 -1 -1 -1 -1 -1 -1 -1 526 527 1307 1308
130 524 465 522 -1 -1 -1 1307 1308 130 524 453 454 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
1294 1295 -1 -1 -1 -1 -1 1371 1372 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372 784 785 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130
1358 1359 -1 -1 -1 -1 -1 1307 1308 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 730 1499 1500 1493 1494 1496 1497 648 649 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130 130 720 721 -1 -1 -1 -1 -1 -1 -1 -1 1374 1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130
130 1292 -1 -1 -1 -1 -1 1371 1372 1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 793 794 1563 1564 1557 1558 1560 1561 712 713 1491 645 646 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 130 130 784 785 -1 -1 -1 -1 -1 -1 -1 -1 1310 1294 1295 -1 -1 -1 -1 729 730 1493 1494 1489 1502 130
130 1292 -1 -1 -1 729 730 1502 403 389 390 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 730 1502 410 411 406 359 360 130 130 776 777 1555 709 710 642 643 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 420 421 398 399 1484 1491 720 721 -1 -1 -1 -1 -1 1374 1358 1359 -1 -1 -1 -1 544 462 463 423 424 1566 130
130 1356 -1 -1 -1 544 462 463 467 453 454 -1 -1 -1 -1 -1 -1 -1 -1 -1 544 474 475 474 475 470 423 424 359 360 130 130 130 773 774 706 707 1486 1487 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 484 485 462 463 474 475 470 522 -1 -1 -1 -1 -1 1307 1308 1292 -1 -1 -1 -1 -1 526 527 487 488 542 130
1294 1295 -1 -1 -1 -1 526 527 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 534 487 488 423 424 410 411 359 360 130 770 771 1550 1551 784 785 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 526 527 -1 -1 534 -1 -1 -1 -1 -1 -1 1371 1372 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308
1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 1494 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 474 475 423 424 359 360 130 130 130 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372
130 1484 720 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 793 1558 785 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 423 424 359 360 130 1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 676 677 1489 1502 1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 130
130 1548 784 785 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 423 424 130 130 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 673 674 740 741 1553 1566 130 1484 1493 1494 720 721 -1 -1 -1 -1 -1 1310 130
130 130 1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 542 130 1484 1486 1487 1493 1494 1486 1487 1493 1494 1496 1497 1499 1500 1486 1487 1499 1500 1496 1497 1499 1500 737 738 804 805 130 130 130 1548 1557 1558 784 785 -1 -1 -1 -1 -1 1374 130
130 130 130 1484 1491 1499 1500 1491 1496 1497 1493 1494 1486 1487 1502 130 1484 1496 1497 1493 1494 1486 1487 645 646 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 1548 1550 1551 1557 1558 1550 1551 1557 1558 1560 1561 1563 1564 1550 1551 1563 1564 1560 1561 1563 1564 801 802 403 404 398 399 386 387 467 468 470 522 -1 -1 -1 -1 -1 1307 1308
130 130 130 1548 1555 1563 1564 1555 1560 1561 1557 1558 1550 1551 1566 404 1548 1560 1561 1557 1558 1550 1551 709 710 642 643 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372 130 386 387 462 463 467 468 474 475 467 468 462 463 474 475 462 463 462 463 474 475 462 463 467 468 462 463 450 451 -1 -1 534 -1 -1 -1 -1 -1 -1 1371 1372
130 130 130 130 130 130 524 462 462 463 467 468 474 475 467 468 470 462 463 467 468 542 130 773 774 706 707 645 646 -1 -1 -1 -1 -1 -1 -1 -1 -1 1310 1358 524 450 451 526 527 -1 -1 -1 -1 -1 -1 526 527 -1 -1 526 527 526 527 -1 -1 526 527 -1 -1 526 527 -1 -1 -1 -1 -1 -1 -1 -1 729 730 1489 1502 130
130 130 130 322 323 389 390 526 526 527 -1 -1 -1 -1 -1 -1 534 526 527 -1 -1 420 421 359 360 770 771 709 710 648 649 -1 -1 -1 -1 -1 -1 -1 1374 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 793 794 1553 1566 130
403 404 406 386 387 453 454 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 484 485 423 424 410 411 403 404 712 713 1491 720 721 -1 -1 -1 -1 1307 1308 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 130 130 130
467 468 470 450 451 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 487 488 474 475 467 468 470 474 475 468 522 -1 -1 -1 -1 1371 1372 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 730 1489 1502 130 130 130 130
-1 -1 534 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 534 -1 -1 -1 -1 -1 -1 -1 -1 1310 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 793 794 1553 1566 130 130 130 130
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 1494 721 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 1292 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 130 1566 130 130 130 130
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 793 1558 785 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1371 1372 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 729 730 1489 1502 130 130 130 130 130 130 130
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1307 1308 1356 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 676 677 1493 1494 1502 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 793 794 1553 1566 130 130 130 130 130 130 130
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 1374 1294 1295 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 673 674 740 741 1557 1558 1566 1358 1359 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 673 674 1493 1494 1502 130 130 130 130 130 130 130 130 130 130
1486 1487 1491 1493 1494 1499 1500 1493 1494 1493 1494 1486 1487 1502 130 1484 1499 1500 1486 1487 1493 1494 1499 1500 1493 1494 1499 1500 1496 1497 1493 1494 737 738 804 805 130 130 130 130 1292 -1 -1 -1 -1 -1 -1 729 730 1493 1494 1486 1487 1493 1494 1486 1487 1499 1500 1486 1487 1499 1500 1496 1497 737 738 1557 1558 1566 130 130 130 130 130 130 130 130 130 130
1550 1551 1555 1557 1558 1563 1564 1557 1558 1557 1558 1550 1551 1566 130 1548 1563 1564 1550 1551 1557 1558 1563 1564 1557 1558 1563 1564 1560 1561 1557 1558 801 802 130 130 130 130 130 130 1356 -1 -1 -1 -1 -1 -1 793 794 1557 1558 1550 1551 1557 1558 1550 1551 1563 1564 1550 1551 1563 1564 1560 1561 801 802 130 130 130 130 130 130 130 130 130 130 130 130 130
